state,year,gdp,income_pc,real_income_pc,rpp,employment,population,gdp_pc,employment_pc
North Dakota,2022,75052100000.0,71011.0,69036.0,88.703,581410.0,780191.0,96197.09,0.7452149537741399
North Dakota,2023,77898100000.0,71545.0,67383.0,88.174,597884.0,787071.0,98972.14,0.7596315961330046
North Dakota,2024,80058300000.0,71749.0,65271.0,88.959,604751.0,793387.0,100907.0,0.7622396132026363
Ohio,2008,500916400000.0,36654.0,44461.0,92.531,6725207.0,11515391.0,43499.73,0.5840189881524648
Ohio,2009,484407100000.0,35593.0,42867.0,93.493,6454988.0,11528896.0,42016.78,0.559896454959781
Ohio,2010,500274200000.0,36580.0,43467.0,93.105,6418141.0,11541932.0,43344.06,0.5560716351473912
Ohio,2011,525456400000.0,38927.0,45562.0,92.191,6521630.0,11558178.0,45461.87,0.564243776138419
Ohio,2012,543035400000.0,40279.0,45869.0,93.014,6605925.0,11573400.0,46920.99,0.5707851625278656
Ohio,2013,566419900000.0,40752.0,45680.0,93.26,6681685.0,11612081.0,48778.5,0.5754080599334435
Ohio,2014,597152300000.0,42277.0,46857.0,93.019,6771706.0,11648921.0,51262.46,0.5813161579514532
Ohio,2015,615275500000.0,43799.0,48895.0,92.218,6862150.0,11674622.0,52701.96,0.5877834845530759
Ohio,2016,627294700000.0,44574.0,49223.0,92.333,6931328.0,11702354.0,53604.15,0.5923020274382402
Ohio,2017,652187500000.0,46114.0,50280.0,91.931,6987847.0,11737959.0,55562.26,0.5953204471066904
Ohio,2018,672540100000.0,47821.0,50500.0,92.985,7067380.0,11763104.0,57173.69,0.6008091061678958
Ohio,2019,702914800000.0,49395.0,51249.0,93.289,7071408.0,11788679.0,59626.26,0.5998473620326756
Ohio,2020,692938300000.0,52850.0,55074.0,91.935,6853292.0,11798534.0,58730.88,0.5808596220513498
Ohio,2021,764161400000.0,57508.0,57339.0,92.223,7048052.0,11761443.0,64971.74,0.5992506191629717
Ohio,2022,830498800000.0,58236.0,54882.0,91.506,7216118.0,11764950.0,70590.93,0.6133573028359661
Ohio,2023,883957100000.0,61740.0,55789.0,91.903,7368050.0,11808390.0,74858.39,0.6239673655765096
Ohio,2024,923140600000.0,64464.0,56232.0,92.774,7434117.0,11860621.0,77832.4,0.6267898620148136
Oklahoma,2008,161609000000.0,39154.0,49081.0,89.536,2186721.0,3668976.0,44047.44,0.5960030809686409
Oklahoma,2009,147332400000.0,35835.0,45616.0,88.457,2136754.0,3717572.0,39631.35,0.5747713830424804
Oklahoma,2010,155267500000.0,37157.0,45393.0,90.562,2130312.0,3759558.0,41299.4,0.5666389506426022
Oklahoma,2011,167207900000.0,39694.0,47102.0,90.935,2159073.0,3786536.0,44158.54,0.5701974046991762
Oklahoma,2012,175361200000.0,41905.0,48653.0,91.232,2211969.0,3815196.0,45963.88,0.579778601151815
Oklahoma,2013,184104600000.0,43607.0,49806.0,91.527,2249096.0,3847936.0,47845.03,0.584494128800479
Oklahoma,2014,197074100000.0,45884.0,51516.0,91.825,2273648.0,3871400.0,50905.12,0.5872934855607791
Oklahoma,2015,187364700000.0,44279.0,49890.0,91.369,2287838.0,3900900.0,48031.15,0.5864897844087262
Oklahoma,2016,182238800000.0,42053.0,46855.0,91.514,2287131.0,3916688.0,46528.8,0.5839451597880658
Oklahoma,2017,192538600000.0,43873.0,48389.0,90.881,2291944.0,3920316.0,49113.03,0.5846324633014277
Oklahoma,2018,204193900000.0,46030.0,50420.0,89.646,2312261.0,3928371.0,51979.28,0.5886055568580463
Oklahoma,2019,205992700000.0,48177.0,52199.0,89.332,2309379.0,3943727.0,52233.0,0.5855828762995005
Oklahoma,2020,192222000000.0,49991.0,53434.0,89.63,2265447.0,3965243.0,48476.73,0.5713261457116248
Oklahoma,2021,219132400000.0,54581.0,55838.0,89.883,2311367.0,3992760.0,54882.44,0.5788895400675222
Oklahoma,2022,247541500000.0,57916.0,56239.0,88.807,2380642.0,4025327.0,61496.0,0.5914158029894218
Oklahoma,2023,255933200000.0,60853.0,56986.0,88.68,2450387.0,4062716.0,62995.59,0.6031401161193645
Oklahoma,2024,263695099999.99997,63708.0,58692.0,87.843,2474908.0,4097758.0,64351.07,0.6039663640459002
Oregon,2008,164122900000.0,36856.0,42296.0,97.802,2288774.0,3768748.0,43548.39,0.6073035395308999
Oregon,2009,159330400000.0,35286.0,39625.0,100.273,2189199.0,3808600.0,41834.37,0.574804127500919
Oregon,2010,163150500000.0,35941.0,39990.0,99.43,2174333.0,3837609.0,42513.58,0.5665853399864342
Oregon,2011,169693800000.0,37531.0,40584.0,99.789,2201553.0,3872651.0,43818.51,0.568487323024977
Oregon,2012,173856800000.0,39128.0,40984.0,101.125,2219981.0,3900064.0,44577.94,0.5692165564462532
Oregon,2013,178975400000.0,39462.0,41181.0,100.175,2260337.0,3924055.0,45609.81,0.5760207234608078
Oregon,2014,187837600000.0,41654.0,43053.0,99.745,2323439.0,3965375.0,47369.44,0.585931721463922
Oregon,2015,200592600000.0,44166.0,44964.0,101.119,2391179.0,4018453.0,49917.87,0.5950496372609061
Oregon,2016,211782400000.0,45467.0,46550.0,99.593,2450390.0,4093165.0,51740.5,0.5986540977458764
Oregon,2017,225534500000.0,47566.0,46985.0,101.474,2515986.0,4147171.0,54382.73,0.6066752492241096
Oregon,2018,238466900000.0,50209.0,47109.0,104.657,2570069.0,4183398.0,57003.16,0.6143496267866457
Oregon,2019,248781800000.0,52190.0,48660.0,103.811,2579015.0,4215959.0,59009.54,0.6117267743827679
Oregon,2020,250660600000.0,56659.0,52577.0,103.243,2493913.0,4243544.0,59068.69,0.5876958033191125
Oregon,2021,276367700000.0,62653.0,55852.0,103.15,2558974.0,4254691.0,64956.0,0.6014476726982053
Oregon,2022,297084300000.0,63669.0,51501.0,106.612,2618298.0,4245964.0,69968.63,0.6166557229406561
Oregon,2023,314895000000.0,67467.0,53455.0,104.812,2683848.0,4250392.0,74086.11,0.6314354064283954
Oregon,2024,330250100000.0,70823.0,55451.0,103.361,2707024.0,4265324.0,77426.73,0.6346584690869909
Pennsylvania,2008,586886600000.0,41467.0,46939.0,99.153,7278574.0,12612285.0,46532.93,0.577101928794029
Pennsylvania,2009,581219900000.0,40446.0,45776.0,99.488,7101513.0,12666858.0,45885.09,0.5606372945840239
Pennsylvania,2010,604629600000.0,42097.0,47072.0,98.94,7119718.0,12716596.0,47546.5,0.559876086336312
Pennsylvania,2011,623767900000.0,44119.0,48362.0,98.437,7217043.0,12773059.0,48834.65,0.565020720565058
Pennsylvania,2012,646434300000.0,45637.0,49325.0,98.003,7284595.0,12816003.0,50439.62,0.5683983532151171
Pennsylvania,2013,670767400000.0,45902.0,49047.0,97.836,7350212.0,12847236.0,52211.03,0.5721239961654009
Pennsylvania,2014,695546600000.0,47467.0,50343.0,97.207,7434632.0,12880907.0,53998.26,0.5771823366165131
Pennsylvania,2015,716534300000.0,49291.0,51702.0,98.147,7510339.0,12899169.0,55548.87,0.5822343284284437
Pennsylvania,2016,733165900000.0,50572.0,52744.0,97.767,7593722.0,12918673.0,56752.42,0.5878097541442531
Pennsylvania,2017,754318000000.0,51886.0,52479.0,99.102,7662469.0,12945701.0,58267.84,0.591892938049473
Pennsylvania,2018,780620700000.0,54468.0,54492.0,98.151,7763488.0,12980946.0,60135.89,0.5980679682359051
Pennsylvania,2019,802233100000.0,56139.0,55458.0,97.979,7772024.0,12991539.0,61750.43,0.5982373604851589
Pennsylvania,2020,778297200000.0,60279.0,59098.0,97.717,7412858.0,12995576.0,59889.4,0.570413962413055
Pennsylvania,2021,844875500000.0,64008.0,61217.0,96.145,7648662.0,13016628.0,64907.4,0.5876070208044664
Pennsylvania,2022,916861700000.0,65078.0,58304.0,96.256,7903549.0,12984655.0,70611.17,0.6086837886720903
Pennsylvania,2023,966444000000.0,68057.0,58027.0,97.4,8080499.0,13009406.0,74288.1,0.6211274365639753
Pennsylvania,2024,1007873900000.0,70678.0,58620.0,97.572,8146346.0,13045848.0,77256.3,0.6244397451204399
Rhode Island,2008,47138900000.0,41487.0,44945.0,103.603,608884.0,1055003.0,44681.29,0.5771395910722529
Rhode Island,2009,47647200000.0,40588.0,43972.0,103.935,588270.0,1053646.0,45221.26,0.5583184485111697
Rhode Island,2010,49409100000.0,42630.0,46328.0,101.802,586329.0,1054975.0,46834.38,0.5557752553378043
Rhode Island,2011,50123700000.0,44095.0,47058.0,101.111,591668.0,1058746.0,47342.52,0.5588384749505547
Rhode Island,2012,51527500000.0,45298.0,48058.0,99.842,592954.0,1063756.0,48439.21,0.557415422333693
Rhode Island,2013,52994200000.0,45104.0,46478.0,101.446,602374.0,1068358.0,49603.41,0.563831599520011
Rhode Island,2014,54612500000.0,46630.0,47949.0,100.26,613103.0,1073245.0,50885.4,0.571260988870202
Rhode Island,2015,56604000000.0,48049.0,48489.0,102.014,626983.0,1077555.0,52530.03,0.5818570745808799
Rhode Island,2016,57714600000.0,48515.0,48694.0,101.59,633419.0,1082431.0,53319.43,0.5851818730247009
Rhode Island,2017,58771600000.0,50414.0,49346.0,102.403,638851.0,1085105.0,54162.13,0.5887457895779671
Rhode Island,2018,60064900000.0,52132.0,50171.0,102.033,648727.0,1091824.0,55013.35,0.5941681076803588
Rhode Island,2019,62814700000.0,55123.0,52109.0,102.39,650999.0,1094580.0,57387.03,0.5947477571305889
Rhode Island,2020,61980900000.0,59275.0,55800.0,101.771,615729.0,1096487.0,56526.8,0.5615470133252833
Rhode Island,2021,67060000000.0,63108.0,56786.0,102.19,640196.0,1097381.0,61109.13,0.583385351122354
Rhode Island,2022,71978200000.0,64466.0,53223.0,104.453,665718.0,1098275.0,65537.5,0.6061487332407639
Rhode Island,2023,76313500000.0,67769.0,55140.0,102.065,682890.0,1101183.0,69301.38,0.6201421562083687
Rhode Island,2024,80381100000.0,70622.0,55878.0,102.28,688383.0,1110415.0,72388.34,0.619933088079682
South Carolina,2008,164471200000.0,33110.0,40414.0,91.953,2472467.0,4528996.0,36315.16,0.545919448813821
South Carolina,2009,162380400000.0,31973.0,39564.0,90.998,2367944.0,4589872.0,35377.98,0.5159063259280433
South Carolina,2010,166767400000.0,32749.0,39099.0,92.664,2357679.0,4633669.0,35990.36,0.5088147211205635
South Carolina,2011,172844700000.0,34406.0,39842.0,93.183,2427453.0,4661744.0,37077.26,0.520717782872676
South Carolina,2012,178503900000.0,35807.0,40612.0,93.392,2453323.0,4699358.0,37984.74,0.5220549275028632
South Carolina,2013,186268300000.0,35923.0,40250.0,93.299,2500985.0,4738067.0,39313.14,0.5278492262772984
South Carolina,2014,195744400000.0,37755.0,41750.0,93.231,2564027.0,4789723.0,40867.58,0.5353184307317981
South Carolina,2015,207510000000.0,39598.0,43683.0,93.32,2636275.0,4850136.0,42784.37,0.5435466139506191
South Carolina,2016,217555500000.0,40752.0,44377.0,93.636,2700187.0,4908404.0,44323.06,0.5501150679528417
South Carolina,2017,224937600000.0,42385.0,45761.0,92.84,2759183.0,4963742.0,45316.13,0.5558675289731013
South Carolina,2018,236561700000.0,43817.0,46643.0,92.244,2843694.0,5019607.0,47127.53,0.5665172592196959
South Carolina,2019,249575700000.0,46150.0,48823.0,91.49,2882128.0,5076874.0,49159.33,0.5676973665290885
South Carolina,2020,248952700000.0,48760.0,51406.0,90.873,2824833.0,5131992.0,48509.95,0.5504359710615293
South Carolina,2021,272464900000.00003,53390.0,52444.0,93.61,2937464.0,5194346.0,52454.13,0.565511808416305
South Carolina,2022,305070000000.0,54561.0,50407.0,93.342,3056434.0,5288957.0,57680.56,0.5778897427224309
South Carolina,2023,332946800000.0,57766.0,51320.0,93.477,3163255.0,5390798.0,61762.06,0.5867878929984021
South Carolina,2024,357074400000.0,60776.0,52463.0,93.749,3205971.0,5490316.0,65037.13,0.5839319631146914
South Dakota,2008,36939300000.0,40891.0,53983.0,85.018,561052.0,799124.0,46224.74,0.7020837817410064
South Dakota,2009,36732100000.0,39435.0,51597.0,86.061,556495.0,807067.0,45513.07,0.6895276352520918
South Dakota,2010,38208200000.0,41275.0,51419.0,88.807,558161.0,816068.0,46819.87,0.6839638363469711
South Dakota,2011,42082700000.0,44532.0,55061.0,87.272,566491.0,823113.0,51126.27,0.6882299271181478
South Dakota,2012,44127300000.0,44996.0,52760.0,90.336,574997.0,832730.0,52991.13,0.6904963193351987
South Dakota,2013,45498600000.0,44988.0,52150.0,90.181,581234.0,841120.0,54092.88,0.6910238729313296
South Dakota,2014,47159900000.0,46732.0,53918.0,89.357,589348.0,847538.0,55643.4,0.6953646916126475
South Dakota,2015,48678900000.0,48308.0,56644.0,87.799,592644.0,852029.0,57132.91,0.6955678738634483
South Dakota,2016,49842600000.0,48284.0,56407.0,87.282,597263.0,860557.0,57919.0,0.6940423469915415
South Dakota,2017,51615100000.0,49408.0,56779.0,87.223,601254.0,870094.0,59321.29,0.691021889588941
South Dakota,2018,53349500000.0,51579.0,55531.0,91.206,610179.0,875247.0,60953.65,0.6971506329070537
South Dakota,2019,55175800000.0,54408.0,57354.0,91.818,610159.0,882486.0,62523.14,0.691409268815596
South Dakota,2020,56847300000.0,59586.0,62511.0,91.32,606045.0,887808.0,64031.07,0.6826307039359861
South Dakota,2021,63337700000.0,67174.0,68551.0,90.105,624996.0,896303.0,70665.5,0.6973043714011891
South Dakota,2022,69425600000.0,69752.0,68469.0,87.851,641124.0,909156.0,76362.69,0.7051859086889378
South Dakota,2023,74458800000.0,74155.0,69861.0,88.149,657822.0,917739.0,81132.87,0.716785491299814
South Dakota,2024,76795800000.0,75699.0,69153.0,88.586,662833.0,927110.0,82833.54,0.7149453678635761
Tennessee,2008,255546700000.0,34954.0,42784.0,91.697,3677116.0,6247411.0,40904.42,0.5885823743627561
Tennessee,2009,252940700000.0,34427.0,42836.0,90.495,3523871.0,6306019.0,40111.0,0.5588107171894027
Tennessee,2010,258657600000.0,35809.0,42895.0,92.356,3515815.0,6356388.0,40692.54,0.553115228334079
Tennessee,2011,270055000000.0,37696.0,43790.0,92.89,3589026.0,6404657.0,42165.41,0.560377550273184
Tennessee,2012,285897500000.0,39079.0,44317.0,93.405,3635172.0,6463610.0,44231.86,0.5624058382235314
Tennessee,2013,296756300000.0,39099.0,43952.0,92.994,3689682.0,6508290.0,45596.66,0.566920343131606
Tennessee,2014,307448500000.0,40225.0,44696.0,92.785,3772755.0,6559452.0,46871.06,0.5751631386280439
Tennessee,2015,326382500000.0,41937.0,46517.0,92.812,3859498.0,6613679.0,49349.61,0.5835629458278819
Tennessee,2016,339350200000.0,42938.0,46670.0,93.81,3951859.0,6673101.0,50853.45,0.5922072811426052
Tennessee,2017,355417500000.0,44407.0,47841.0,93.04,4033011.0,6740060.0,52732.1,0.5983642578849446
Tennessee,2018,369713200000.0,46449.0,50876.0,89.649,4120203.0,6806981.0,54313.83,0.6052908036617114
Tennessee,2019,385833000000.0,48903.0,51865.0,91.262,4168023.0,6862615.0,56222.45,0.6073520079444935
Tennessee,2020,391588600000.0,51977.0,55023.0,90.502,4119603.0,6927736.0,56524.76,0.594653578023181
Tennessee,2021,443419700000.0,57715.0,58589.0,90.58,4298445.0,6966687.0,63648.57,0.6169998738281195
Tennessee,2022,490587000000.0,59107.0,55524.0,91.8,4488030.0,7063325.0,69455.53,0.6353990507303572
Tennessee,2023,531246800000.00006,63479.0,57242.0,92.094,4625521.0,7153029.0,74268.79,0.646652068655111
Tennessee,2024,561201200000.0,66504.0,58582.0,91.87,4666592.0,7251291.0,77393.28,0.6435532652047753
Texas,2008,1253142000000.0,39841.0,46068.0,97.068,14365985.0,24309039.0,51550.45,0.5909729710006224
Texas,2009,1179168100000.0,37234.0,43349.0,96.717,14202860.0,24801761.0,47543.72,0.5726553045971211
Texas,2010,1255660800000.0,38911.0,44078.0,97.665,14262584.0,25238386.0,49752.02,0.5651147422818559
Texas,2011,1351776900000.0,41941.0,46663.0,96.986,14681517.0,25627909.0,52746.28,0.5728722152088178
Texas,2012,1429588000000.0,43869.0,47554.0,97.714,15095946.0,26052403.0,54873.56,0.5794454354172243
Texas,2013,1526781900000.0,44403.0,47301.0,98.134,15532152.0,26433846.0,57758.6,0.5875857792316714
Texas,2014,1592177600000.0,46747.0,48959.0,98.437,16001898.0,26903208.0,59181.7,0.594795163461547
Texas,2015,1585985900000.0,46767.0,48983.0,98.291,16414554.0,27394564.0,57894.18,0.5991901897033295
Texas,2016,1582981500000.0,45868.0,47686.0,98.078,16683280.0,27825975.0,56888.63,0.5995577872832848
Texas,2017,1667313000000.0,48524.0,49918.0,97.435,17104407.0,28188852.0,59147.96,0.606779126727119
Texas,2018,1808026900000.0,51346.0,51551.0,97.805,17608884.0,28508309.0,63421.05,0.6176754994482486
Texas,2019,1864872300000.0,53271.0,52343.0,98.507,17899918.0,28856455.0,64625.83,0.6203089741965879
Texas,2020,1810670200000.0,54822.0,53181.0,98.759,17697402.0,29237895.0,61928.88,0.6052898815048073
Texas,2021,2117013700000.0,60400.0,56442.0,98.402,18551726.0,29572672.0,71586.83,0.6273266751141053
Texas,2022,2476903200000.0,63767.0,56452.0,97.411,19481545.0,30118002.0,82239.96,0.6468405507111661
Texas,2023,2637237600000.0,67503.0,57708.0,97.14,20279609.0,30719247.0,85849.68,0.6601597037844059
Texas,2024,2769766200000.0,69823.0,58219.0,97.057,20460749.0,31318578.0,88438.44,0.6533102812011452
Utah,2008,116949200000.0,33784.0,39100.0,96.978,1688135.0,2663029.0,43915.86,0.6339153647970037
Utah,2009,113834800000.0,31796.0,35790.0,100.037,1633986.0,2723421.0,41798.46,0.5999755454628571
Utah,2010,118296300000.0,32037.0,36430.0,97.291,1620793.0,2776212.0,42610.69,0.5838145645937702
Utah,2011,125137800000.0,34015.0,36773.0,99.813,1664413.0,2818798.0,44394.03,0.59046905808788
Utah,2012,129431400000.0,35622.0,37956.0,99.412,1706044.0,2861360.0,45234.22,0.5962353566136382
Utah,2013,135344299999.99998,36102.0,38281.0,98.587,1753374.0,2909190.0,46523.02,0.6027017829705176
Utah,2014,142627700000.0,37621.0,39603.0,97.937,1803933.0,2951948.0,48316.47,0.6110991792538351
Utah,2015,149762100000.0,39881.0,42051.0,97.636,1865934.0,3000449.0,49913.23,0.6218849245562914
Utah,2016,159330600000.0,41295.0,43368.0,97.091,1933131.0,3064277.0,51996.15,0.6308603954538052
Utah,2017,172075000000.0,43030.0,43690.0,98.721,1995267.0,3126779.0,55032.67,0.6381221698111699
Utah,2018,186805700000.0,45463.0,46494.0,96.018,2069738.0,3181595.0,58714.48,0.650534716077942
Utah,2019,201312200000.0,48163.0,47937.0,97.246,2102960.0,3233028.0,62267.39,0.6504614250170428
Utah,2020,206240500000.0,51762.0,52058.0,95.259,2135836.0,3283970.0,62802.19,0.6503823116532733
Utah,2021,233320900000.0,58328.0,56766.0,94.481,2249689.0,3339874.0,69859.19,0.6735849915296206
Utah,2022,261548500000.0,60765.0,55399.0,94.59,2339378.0,3393928.0,77063.66,0.689283331879757
Utah,2023,283230800000.0,64544.0,55999.0,95.716,2414466.0,3449259.0,82113.52,0.6999955642646725
Utah,2024,299471300000.0,67333.0,55116.0,98.864,2433434.0,3502983.0,85490.37,0.694674795738375
Vermont,2008,26140400000.0,40774.0,45453.0,100.686,424280.0,624151.0,41881.53,0.6797714014717592
Vermont,2009,26220000000.0,40358.0,44810.0,101.415,414213.0,624817.0,41964.29,0.6629349073408695
Vermont,2010,27478300000.0,41491.0,46190.0,99.379,413335.0,626366.0,43869.4,0.6598937362500519
Vermont,2011,28558500000.0,43754.0,47638.0,99.109,416949.0,629600.0,45359.75,0.6622442820838628
Vermont,2012,29325600000.0,44858.0,47524.0,99.981,421870.0,630693.0,46497.42,0.6688991315901714
Vermont,2013,29477600000.0,45296.0,47151.0,100.424,424997.0,632859.0,46578.46,0.6715508509794441
Vermont,2014,30359400000.0,46894.0,49364.0,97.937,429010.0,633872.0,47895.16,0.6768085670293056
Vermont,2015,31152400000.0,48117.0,49521.0,100.029,432560.0,635912.0,48988.54,0.6802199046408937
Vermont,2016,31840200000.0,48827.0,50686.0,98.224,433791.0,636397.0,50031.98,0.681635834235548
Vermont,2017,32589200000.0,50009.0,49958.0,100.337,435861.0,639087.0,50993.37,0.6820057363082022
Vermont,2018,33482600000.0,51691.0,50654.0,100.204,437661.0,640680.0,52261.04,0.6831194980333396
Vermont,2019,34760300000.0,54278.0,52744.0,99.604,433446.0,641847.0,54156.68,0.6753104711870586
Vermont,2020,34572300000.0,58156.0,54552.0,102.132,409231.0,642965.0,53770.11,0.636474769233162
Vermont,2021,37290800000.0,61113.0,56938.0,98.694,421139.0,647238.0,57615.28,0.6506710051016782
Vermont,2022,41211200000.0,63777.0,54437.0,101.033,431273.0,647614.0,63635.44,0.6659414404259327
Vermont,2023,43931600000.0,67918.0,58061.0,97.142,440495.0,647722.0,67824.78,0.6800679921324272
Vermont,2024,46276100000.0,71287.0,58893.0,97.958,444869.0,646521.0,71577.1,0.6880967516909737
Virginia,2008,402157800000.0,45383.0,49355.0,103.204,4870374.0,7833496.0,51338.23,0.6217369613771425
Virginia,2009,409935300000.0,44091.0,48471.0,102.426,4758069.0,7925937.0,51720.74,0.6003162780627703
Virginia,2010,425490800000.0,45442.0,48469.0,103.724,4743177.0,8025105.0,53019.97,0.591042360193418
Virginia,2011,433683700000.0,47563.0,49623.0,103.425,4802651.0,8107953.0,53488.68,0.592338288098118
Virginia,2012,445008500000.0,49049.0,50690.0,102.494,4856833.0,8197400.0,54286.54,0.5924845682777466
Virginia,2013,456911600000.0,48195.0,48667.0,103.523,4898617.0,8270221.0,55247.81,0.5923199633963833
Virginia,2014,465601700000.0,49760.0,49588.0,103.454,4953436.0,8334206.0,55866.35,0.594350079659658
Virginia,2015,485540900000.0,51617.0,51307.0,103.57,5060270.0,8390494.0,57867.98,0.6030955984236447
Virginia,2016,499032400000.0,52656.0,52239.0,102.777,5156659.0,8445270.0,59090.17,0.6105972929225472
Virginia,2017,515167200000.0,54377.0,53847.0,101.222,5229126.0,8503046.0,60586.19,0.6149709174806299
Virginia,2018,537158300000.00006,56130.0,54059.0,101.957,5299069.0,8547370.0,62844.86,0.6199648546862954
Virginia,2019,561701800000.0,58362.0,56459.0,100.053,5329257.0,8597508.0,65333.09,0.619860661949951
Virginia,2020,566101500000.0,61449.0,58286.0,101.003,5224978.0,8637303.0,65541.47,0.6049316551706013
Virginia,2021,616187900000.0,67223.0,60423.0,102.3,5392125.0,8660007.0,71153.28,0.6226467253432936
Virginia,2022,665624700000.0,69562.0,58797.0,102.026,5540662.0,8681038.0,76675.7,0.6382487900640453
Virginia,2023,722767400000.0,73890.0,60556.0,101.331,5716975.0,8732034.0,82771.94,0.6547128652957604
Virginia,2024,761733800000.0,77351.0,61914.0,101.104,5773598.0,8819642.0,86367.88,0.6546295189759402
Washington,2008,352460700000.0,44098.0,47369.0,104.488,3954871.0,6562231.0,53710.5,0.6026717133243252
Washington,2009,349945400000.0,41679.0,44854.0,104.631,3815623.0,6667426.0,52485.83,0.5722782675053312
Washington,2010,363544200000.0,42327.0,45578.0,102.741,3771422.0,6743680.0,53908.87,0.5592528115213059
Washington,2011,377518800000.0,44279.0,46278.0,103.244,3814269.0,6830840.0,55266.82,0.5583894513705489
Washington,2012,398358500000.0,47053.0,48605.0,102.541,3909118.0,6904658.0,57694.17,0.5661566438192883
Washington,2013,416924100000.0,47448.0,48400.0,102.482,3991747.0,6975001.0,59774.06,0.5722933946532768
Washington,2014,439851200000.0,50259.0,49860.0,103.92,4094370.0,7068971.0,62222.8,0.5792031117400255
Washington,2015,467590600000.0,52408.0,51679.0,104.4,4199164.0,7181417.0,65111.19,0.5847263847789371
Washington,2016,489790200000.0,54296.0,52446.0,105.56,4313722.0,7316788.0,66940.6,0.5895649839793089
Washington,2017,527169400000.0,56800.0,53192.0,107.035,4432271.0,7447469.0,70785.04,0.5951378918126413
Washington,2018,570337800000.0,59824.0,54837.0,107.124,4537842.0,7549002.0,75551.42,0.6011181345560644
Washington,2019,608643400000.0,63431.0,56862.0,107.971,4591912.0,7638923.0,79676.6,0.6011203411789856
Washington,2020,617739100000.0,67665.0,60102.0,107.859,4435243.0,7726812.0,79947.47,0.5740068478435867
Washington,2021,683367000000.0,73949.0,62496.0,108.804,4574704.0,7744316.0,88241.1,0.590717630840477
Washington,2022,741002800000.0,76049.0,59601.0,110.035,4755477.0,7786828.0,95161.06,0.6107078517722493
Washington,2023,801455500000.0,81087.0,62138.0,108.37,4868377.0,7838655.0,102244.01,0.6210730029577778
Washington,2024,856013600000.0,85187.0,64421.0,107.013,4904120.0,7927958.0,107974.03,0.6185855172290267
West Virginia,2008,62978700000.0,31494.0,40336.0,87.636,918376.0,1840310.0,34221.79,0.499033315039314
West Virginia,2009,64040100000.0,31653.0,41131.0,86.654,899067.0,1847775.0,34657.95,0.4865673580387222
West Virginia,2010,66160399999.99999,32642.0,40618.0,88.909,899510.0,1854404.0,35677.45,0.4850669002008192
West Virginia,2011,69367600000.0,34490.0,41679.0,89.295,909060.0,1857305.0,37348.52,0.4894511133066459
West Virginia,2012,70303100000.0,35233.0,41787.0,89.312,918958.0,1858706.0,37823.68,0.4944073995564656
West Virginia,2013,71758600000.0,35093.0,40650.0,90.246,914247.0,1856588.0,38650.79,0.4924339702723491
West Virginia,2014,73042600000.0,36243.0,41580.0,89.864,911678.0,1852948.0,39419.67,0.4920148865483543
West Virginia,2015,71713400000.0,37068.0,42140.0,90.557,904270.0,1846270.0,38842.31,0.4897821012094656
West Virginia,2016,71248900000.0,37075.0,42095.0,89.805,890209.0,1835935.0,38807.96,0.4848804560074294
West Virginia,2017,75172400000.0,38841.0,43761.0,88.966,888822.0,1822742.0,41241.38,0.4876290775106954
West Virginia,2018,79794300000.0,41001.0,45029.0,89.411,898085.0,1810572.0,44071.32,0.4960228038432053
West Virginia,2019,80242400000.0,42615.0,46597.0,88.518,881641.0,1800441.0,44568.19,0.4896805838125215
West Virginia,2020,77536500000.0,44897.0,49252.0,87.334,840998.0,1791670.0,43276.11,0.4693933592681688
West Virginia,2021,87178800000.0,48903.0,49425.0,90.981,864560.0,1785921.0,48814.48,0.4840975608663541
West Virginia,2022,98824100000.0,50160.0,48517.0,89.157,885183.0,1774003.0,55706.84,0.4989749171788323
West Virginia,2023,101479900000.0,52963.0,49071.0,89.633,904532.0,1770036.0,57332.11,0.5110246345272074
West Virginia,2024,106475100000.0,55351.0,50051.0,89.497,914033.0,1767402.0,60243.85,0.5171619133620987
Wisconsin,2008,246493000000.0,38857.0,46816.0,93.159,3572816.0,5640996.0,43696.72,0.6333661644149366
Wisconsin,2009,246323800000.0,38138.0,45628.0,94.116,3444538.0,5669264.0,43448.99,0.6075811604469292
Wisconsin,2010,256159500000.0,39048.0,45606.0,94.723,3426369.0,5692038.0,45003.13,0.6019582089929828
Wisconsin,2011,265444000000.0,41067.0,47272.0,93.742,3474372.0,5713359.0,46460.23,0.6081137208426777
Wisconsin,2012,276253400000.0,42639.0,47889.0,94.312,3499342.0,5734379.0,48174.95,0.6102390511684003
Wisconsin,2013,283791400000.0,42685.0,47526.0,93.89,3539199.0,5757584.0,49290.01,0.614702104215935
Wisconsin,2014,296169900000.0,44156.0,48532.0,93.799,3585944.0,5778789.0,51251.21,0.6205355481918443
Wisconsin,2015,308304500000.0,45928.0,50684.0,93.287,3624473.0,5794536.0,53206.07,0.6254984005621848
Wisconsin,2016,315420000000.0,46595.0,50991.0,93.173,3657732.0,5812814.0,54262.88,0.6292532325995637
Wisconsin,2017,321886800000.0,48311.0,51773.0,93.531,3678859.0,5836809.0,55147.74,0.6302860004499033
Wisconsin,2018,335144300000.0,50520.0,52759.0,94.028,3721096.0,5859000.0,57201.62,0.6351076975593105
Wisconsin,2019,346906600000.0,52370.0,53652.0,94.476,3717587.0,5880280.0,58994.91,0.6322125817137959
