State,Year,Income_pc
Rhode Island,2009,40588.0
Rhode Island,2010,42630.0
Rhode Island,2011,44095.0
Rhode Island,2012,45298.0
Rhode Island,2013,45104.0
Rhode Island,2014,46630.0
Rhode Island,2015,48049.0
Rhode Island,2016,48515.0
Rhode Island,2017,50414.0
Rhode Island,2018,52132.0
Rhode Island,2019,55123.0
Rhode Island,2020,59275.0
Rhode Island,2021,63108.0
Rhode Island,2022,64466.0
Rhode Island,2023,67769.0
Rhode Island,2024,70622.0
South Carolina,1997,21685.0
South Carolina,1998,22900.0
South Carolina,1999,23687.0
South Carolina,2000,25025.0
South Carolina,2001,25644.0
South Carolina,2002,26122.0
South Carolina,2003,26792.0
South Carolina,2004,27892.0
South Carolina,2005,29136.0
South Carolina,2006,30789.0
South Carolina,2007,32190.0
South Carolina,2008,33110.0
South Carolina,2009,31973.0
South Carolina,2010,32749.0
South Carolina,2011,34406.0
South Carolina,2012,35807.0
South Carolina,2013,35923.0
South Carolina,2014,37755.0
South Carolina,2015,39598.0
South Carolina,2016,40752.0
South Carolina,2017,42385.0
South Carolina,2018,43817.0
South Carolina,2019,46150.0
South Carolina,2020,48760.0
South Carolina,2021,53390.0
South Carolina,2022,54561.0
South Carolina,2023,57766.0
South Carolina,2024,60776.0
South Dakota,1997,22571.0
South Dakota,1998,24265.0
South Dakota,1999,25251.0
South Dakota,2000,26727.0
South Dakota,2001,27563.0
South Dakota,2002,27497.0
South Dakota,2003,29883.0
South Dakota,2004,31871.0
South Dakota,2005,33534.0
South Dakota,2006,34983.0
South Dakota,2007,38330.0
South Dakota,2008,40891.0
South Dakota,2009,39435.0
South Dakota,2010,41275.0
South Dakota,2011,44532.0
South Dakota,2012,44996.0
South Dakota,2013,44988.0
South Dakota,2014,46732.0
South Dakota,2015,48308.0
South Dakota,2016,48284.0
South Dakota,2017,49408.0
South Dakota,2018,51579.0
South Dakota,2019,54408.0
South Dakota,2020,59586.0
South Dakota,2021,67174.0
South Dakota,2022,69752.0
South Dakota,2023,74155.0
South Dakota,2024,75699.0
Tennessee,1997,23237.0
Tennessee,1998,25091.0
Tennessee,1999,25756.0
Tennessee,2000,26998.0
Tennessee,2001,27496.0
Tennessee,2002,28102.0
Tennessee,2003,29059.0
Tennessee,2004,30435.0
Tennessee,2005,31410.0
Tennessee,2006,32878.0
Tennessee,2007,33963.0
Tennessee,2008,34954.0
Tennessee,2009,34427.0
Tennessee,2010,35809.0
Tennessee,2011,37696.0
Tennessee,2012,39079.0
Tennessee,2013,39099.0
Tennessee,2014,40225.0
Tennessee,2015,41937.0
Tennessee,2016,42938.0
Tennessee,2017,44407.0
Tennessee,2018,46449.0
Tennessee,2019,48903.0
Tennessee,2020,51977.0
Tennessee,2021,57715.0
Tennessee,2022,59107.0
Tennessee,2023,63479.0
Tennessee,2024,66504.0
Texas,1997,23924.0
Texas,1998,25543.0
Texas,1999,26452.0
Texas,2000,28253.0
Texas,2001,29601.0
Texas,2002,29481.0
Texas,2003,30176.0
Texas,2004,31097.0
Texas,2005,33136.0
Texas,2006,35422.0
Texas,2007,36879.0
Texas,2008,39841.0
Texas,2009,37234.0
Texas,2010,38911.0
Texas,2011,41941.0
Texas,2012,43869.0
Texas,2013,44403.0
Texas,2014,46747.0
Texas,2015,46767.0
Texas,2016,45868.0
Texas,2017,48524.0
Texas,2018,51346.0
Texas,2019,53271.0
Texas,2020,54822.0
Texas,2021,60400.0
Texas,2022,63767.0
Texas,2023,67503.0
Texas,2024,69823.0
Utah,1997,21229.0
Utah,1998,22207.0
Utah,1999,22995.0
Utah,2000,24162.0
Utah,2001,24867.0
Utah,2002,25167.0
Utah,2003,25749.0
Utah,2004,26980.0
Utah,2005,28751.0
Utah,2006,31107.0
Utah,2007,32924.0
Utah,2008,33784.0
Utah,2009,31796.0
Utah,2010,32037.0
Utah,2011,34015.0
Utah,2012,35622.0
Utah,2013,36102.0
Utah,2014,37621.0
Utah,2015,39881.0
Utah,2016,41295.0
Utah,2017,43030.0
Utah,2018,45463.0
Utah,2019,48163.0
Utah,2020,51762.0
Utah,2021,58328.0
Utah,2022,60765.0
Utah,2023,64544.0
Utah,2024,67333.0
Vermont,1997,24042.0
Vermont,1998,25747.0
Vermont,1999,27000.0
Vermont,2000,29002.0
Vermont,2001,30704.0
Vermont,2002,31194.0
Vermont,2003,32282.0
Vermont,2004,33955.0
Vermont,2005,34573.0
Vermont,2006,36609.0
Vermont,2007,38595.0
Vermont,2008,40774.0
Vermont,2009,40358.0
Vermont,2010,41491.0
Vermont,2011,43754.0
Vermont,2012,44858.0
Vermont,2013,45296.0
Vermont,2014,46894.0
Vermont,2015,48117.0
Vermont,2016,48827.0
Vermont,2017,50009.0
Vermont,2018,51691.0
Vermont,2019,54278.0
Vermont,2020,58156.0
Vermont,2021,61113.0
Vermont,2022,63777.0
Vermont,2023,67918.0
Vermont,2024,71287.0
Virginia,1997,27328.0
Virginia,1998,28965.0
Virginia,1999,30574.0
Virginia,2000,32631.0
Virginia,2001,33940.0
Virginia,2002,34495.0
Virginia,2003,36151.0
Virginia,2004,38082.0
Virginia,2005,40027.0
Virginia,2006,42164.0
Virginia,2007,44020.0
Virginia,2008,45383.0
Virginia,2009,44091.0
Virginia,2010,45442.0
Virginia,2011,47563.0
Virginia,2012,49049.0
Virginia,2013,48195.0
Virginia,2014,49760.0
Virginia,2015,51617.0
Virginia,2016,52656.0
Virginia,2017,54377.0
Virginia,2018,56130.0
Virginia,2019,58362.0
Virginia,2020,61449.0
Virginia,2021,67223.0
Virginia,2022,69562.0
Virginia,2023,73890.0
Virginia,2024,77351.0
Washington,1997,27245.0
Washington,1998,29355.0
Washington,1999,30786.0
Washington,2000,32538.0
Washington,2001,32986.0
Washington,2002,33222.0
Washington,2003,34267.0
Washington,2004,36309.0
Washington,2005,37202.0
Washington,2006,39744.0
Washington,2007,42524.0
Washington,2008,44098.0
Washington,2009,41679.0
Washington,2010,42327.0
Washington,2011,44279.0
Washington,2012,47053.0
Washington,2013,47448.0
Washington,2014,50259.0
Washington,2015,52408.0
Washington,2016,54296.0
Washington,2017,56800.0
Washington,2018,59824.0
Washington,2019,63431.0
Washington,2020,67665.0
Washington,2021,73949.0
Washington,2022,76049.0
Washington,2023,81087.0
Washington,2024,85187.0
West Virginia,1997,19585.0
West Virginia,1998,20451.0
West Virginia,1999,21017.0
West Virginia,2000,22275.0
West Virginia,2001,23731.0
West Virginia,2002,24506.0
West Virginia,2003,24804.0
West Virginia,2004,25628.0
West Virginia,2005,26836.0
West Virginia,2006,28528.0
West Virginia,2007,29544.0
West Virginia,2008,31494.0
West Virginia,2009,31653.0
West Virginia,2010,32642.0
West Virginia,2011,34490.0
West Virginia,2012,35233.0
West Virginia,2013,35093.0
West Virginia,2014,36243.0
West Virginia,2015,37068.0
West Virginia,2016,37075.0
West Virginia,2017,38841.0
West Virginia,2018,41001.0
West Virginia,2019,42615.0
West Virginia,2020,44897.0
West Virginia,2021,48903.0
West Virginia,2022,50160.0
West Virginia,2023,52963.0
West Virginia,2024,55351.0
Wisconsin,1997,25409.0
Wisconsin,1998,27018.0
Wisconsin,1999,27892.0
Wisconsin,2000,29493.0
Wisconsin,2001,30812.0
Wisconsin,2002,31406.0
Wisconsin,2003,32084.0
Wisconsin,2004,33319.0
Wisconsin,2005,34218.0
Wisconsin,2006,36047.0
Wisconsin,2007,37522.0
Wisconsin,2008,38857.0
Wisconsin,2009,38138.0
Wisconsin,2010,39048.0
Wisconsin,2011,41067.0
Wisconsin,2012,42639.0
Wisconsin,2013,42685.0
Wisconsin,2014,44156.0
Wisconsin,2015,45928.0
Wisconsin,2016,46595.0
Wisconsin,2017,48311.0
Wisconsin,2018,50520.0
Wisconsin,2019,52370.0
Wisconsin,2020,55499.0
Wisconsin,2021,60699.0
Wisconsin,2022,61831.0
Wisconsin,2023,64872.0
Wisconsin,2024,67755.0
Wyoming,1997,24241.0
Wyoming,1998,25704.0
Wyoming,1999,27404.0
Wyoming,2000,29426.0
Wyoming,2001,31215.0
Wyoming,2002,31810.0
Wyoming,2003,33642.0
Wyoming,2004,35921.0
Wyoming,2005,38907.0
Wyoming,2006,43805.0
Wyoming,2007,45634.0
Wyoming,2008,49451.0
Wyoming,2009,44499.0
Wyoming,2010,46395.0
Wyoming,2011,50631.0
Wyoming,2012,53597.0
Wyoming,2013,52835.0
Wyoming,2014,56251.0
Wyoming,2015,56120.0
Wyoming,2016,53419.0
Wyoming,2017,56378.0
Wyoming,2018,59197.0
Wyoming,2019,61853.0
Wyoming,2020,65093.0
Wyoming,2021,71459.0
Wyoming,2022,77768.0
Wyoming,2023,83038.0
Wyoming,2024,86477.0
