State,Year,GDP
New York,2010,1217748000000.0
New York,2011,1245769400000.0
New York,2012,1324471300000.0
New York,2013,1364632900000.0
New York,2014,1434606300000.0
New York,2015,1498474700000.0
New York,2016,1556830000000.0
New York,2017,1624800700000.0
New York,2018,1710665600000.0
New York,2019,1787470900000.0
New York,2020,1782502400000.0
New York,2021,1934524000000.0
New York,2022,2071075200000.0
New York,2023,2182549000000.0
New York,2024,2322138900000.0
North Carolina,1997,234571900000.0
North Carolina,1998,246721800000.0
North Carolina,1999,264924300000.0
North Carolina,2000,277556100000.0
North Carolina,2001,287317100000.0
North Carolina,2002,297653000000.0
North Carolina,2003,310200300000.0
North Carolina,2004,329017700000.0
North Carolina,2005,354798500000.0
North Carolina,2006,388012100000.0
North Carolina,2007,402188300000.0
North Carolina,2008,420707200000.0
North Carolina,2009,413096800000.0
North Carolina,2010,422282200000.0
North Carolina,2011,430040100000.0
North Carolina,2012,444063200000.0
North Carolina,2013,460946400000.0
North Carolina,2014,482295700000.0
North Carolina,2015,508672400000.0
North Carolina,2016,528284300000.00006
North Carolina,2017,546810100000.0
North Carolina,2018,568037300000.0
North Carolina,2019,592449600000.0
North Carolina,2020,600226900000.0
North Carolina,2021,660804700000.0
North Carolina,2022,729761900000.0
North Carolina,2023,794838000000.0
North Carolina,2024,844209000000.0
North Dakota,1997,15796600000.0
North Dakota,1998,16842700000.0
North Dakota,1999,17083700000.0
North Dakota,2000,18115100000.0
North Dakota,2001,18976900000.0
North Dakota,2002,20195600000.0
North Dakota,2003,22129900000.0
North Dakota,2004,23209600000.0
North Dakota,2005,24572000000.0
North Dakota,2006,26406500000.0
North Dakota,2007,29044600000.0
North Dakota,2008,32027700000.0
North Dakota,2009,32310400000.0
North Dakota,2010,35651800000.0
North Dakota,2011,41602100000.0
North Dakota,2012,52079100000.0
North Dakota,2013,54877000000.0
North Dakota,2014,61108300000.0
North Dakota,2015,56952200000.0
North Dakota,2016,52666300000.0
North Dakota,2017,56530200000.0
North Dakota,2018,60377100000.0
North Dakota,2019,60892500000.0
North Dakota,2020,56321400000.0
North Dakota,2021,64830000000.0
North Dakota,2022,75052100000.0
North Dakota,2023,77898100000.0
North Dakota,2024,80058300000.0
Ohio,1997,343513700000.0
Ohio,1998,361479300000.0
Ohio,1999,375797200000.0
Ohio,2000,391032300000.0
Ohio,2001,395864200000.0
Ohio,2002,411191100000.0
Ohio,2003,425530700000.0
Ohio,2004,447813300000.0
Ohio,2005,470179500000.0
Ohio,2006,482904000000.0
Ohio,2007,497600100000.0
Ohio,2008,500916400000.0
Ohio,2009,484407100000.0
Ohio,2010,500274200000.0
Ohio,2011,525456400000.0
Ohio,2012,543035400000.0
Ohio,2013,566419900000.0
Ohio,2014,597152300000.0
Ohio,2015,615275500000.0
Ohio,2016,627294700000.0
Ohio,2017,652187500000.0
Ohio,2018,672540100000.0
Ohio,2019,702914800000.0
Ohio,2020,692938300000.0
Ohio,2021,764161400000.0
Ohio,2022,830498800000.0
Ohio,2023,883957100000.0
Ohio,2024,923140600000.0
Oklahoma,1997,79293700000.0
Oklahoma,1998,81778600000.0
Oklahoma,1999,84785600000.0
Oklahoma,2000,91645700000.0
Oklahoma,2001,97505300000.0
Oklahoma,2002,99916900000.0
Oklahoma,2003,106175100000.0
Oklahoma,2004,114237500000.0
Oklahoma,2005,125961400000.0
Oklahoma,2006,138352300000.0
Oklahoma,2007,146582400000.0
Oklahoma,2008,161609000000.0
Oklahoma,2009,147332400000.0
Oklahoma,2010,155267500000.0
Oklahoma,2011,167207900000.0
Oklahoma,2012,175361200000.0
Oklahoma,2013,184104600000.0
Oklahoma,2014,197074100000.0
Oklahoma,2015,187364700000.0
Oklahoma,2016,182238800000.0
Oklahoma,2017,192538600000.0
Oklahoma,2018,204193900000.0
Oklahoma,2019,205992700000.0
Oklahoma,2020,192222000000.0
Oklahoma,2021,219132400000.0
Oklahoma,2022,247541500000.0
Oklahoma,2023,255933200000.0
Oklahoma,2024,263695099999.99997
Oregon,1997,101418200000.0
Oregon,1998,105016400000.0
Oregon,1999,107513200000.0
Oregon,2000,117057200000.0
Oregon,2001,117002400000.0
Oregon,2002,120556100000.0
Oregon,2003,126822100000.0
Oregon,2004,136495900000.0
Oregon,2005,143556300000.0
Oregon,2006,153779600000.0
Oregon,2007,159676200000.0
Oregon,2008,164122900000.0
Oregon,2009,159330400000.0
Oregon,2010,163150500000.0
Oregon,2011,169693800000.0
Oregon,2012,173856800000.0
Oregon,2013,178975400000.0
Oregon,2014,187837600000.0
Oregon,2015,200592600000.0
Oregon,2016,211782400000.0
Oregon,2017,225534500000.0
Oregon,2018,238466900000.0
Oregon,2019,248781800000.0
Oregon,2020,250660600000.0
Oregon,2021,276367700000.0
Oregon,2022,297084300000.0
Oregon,2023,314895000000.0
Oregon,2024,330250100000.0
Pennsylvania,1997,357525600000.0
Pennsylvania,1998,373515000000.0
Pennsylvania,1999,391136100000.0
Pennsylvania,2000,409330200000.0
Pennsylvania,2001,428463700000.0
Pennsylvania,2002,440887500000.0
Pennsylvania,2003,460478300000.0
Pennsylvania,2004,486384500000.0
Pennsylvania,2005,510763900000.0
Pennsylvania,2006,528771199999.99994
Pennsylvania,2007,563238600000.0
Pennsylvania,2008,586886600000.0
Pennsylvania,2009,581219900000.0
Pennsylvania,2010,604629600000.0
Pennsylvania,2011,623767900000.0
Pennsylvania,2012,646434300000.0
Pennsylvania,2013,670767400000.0
Pennsylvania,2014,695546600000.0
Pennsylvania,2015,716534300000.0
Pennsylvania,2016,733165900000.0
Pennsylvania,2017,754318000000.0
Pennsylvania,2018,780620700000.0
Pennsylvania,2019,802233100000.0
Pennsylvania,2020,778297200000.0
Pennsylvania,2021,844875500000.0
Pennsylvania,2022,916861700000.0
Pennsylvania,2023,966444000000.0
Pennsylvania,2024,1007873900000.0
Rhode Island,1997,28963200000.0
Rhode Island,1998,30835300000.0
Rhode Island,1999,32340000000.0
Rhode Island,2000,34608500000.0
Rhode Island,2001,35940100000.0
Rhode Island,2002,37891200000.0
Rhode Island,2003,39787100000.0
Rhode Island,2004,42578200000.0
Rhode Island,2005,44413300000.0
Rhode Island,2006,47165300000.0
Rhode Island,2007,47490100000.0
Rhode Island,2008,47138900000.0
Rhode Island,2009,47647200000.0
Rhode Island,2010,49409100000.0
Rhode Island,2011,50123700000.0
Rhode Island,2012,51527500000.0
Rhode Island,2013,52994200000.0
Rhode Island,2014,54612500000.0
Rhode Island,2015,56604000000.0
Rhode Island,2016,57714600000.0
Rhode Island,2017,58771600000.0
Rhode Island,2018,60064900000.0
Rhode Island,2019,62814700000.0
Rhode Island,2020,61980900000.0
Rhode Island,2021,67060000000.0
Rhode Island,2022,71978200000.0
Rhode Island,2023,76313500000.0
Rhode Island,2024,80381100000.0
South Carolina,1997,97453800000.0
South Carolina,1998,103688600000.0
South Carolina,1999,110312900000.0
South Carolina,2000,115332700000.0
South Carolina,2001,119355200000.0
South Carolina,2002,124765200000.0
South Carolina,2003,131509100000.0
South Carolina,2004,136679900000.0
South Carolina,2005,145195800000.0
South Carolina,2006,153453400000.0
South Carolina,2007,162476300000.0
South Carolina,2008,164471200000.0
South Carolina,2009,162380400000.0
South Carolina,2010,166767400000.0
South Carolina,2011,172844700000.0
South Carolina,2012,178503900000.0
South Carolina,2013,186268300000.0
South Carolina,2014,195744400000.0
South Carolina,2015,207510000000.0
South Carolina,2016,217555500000.0
South Carolina,2017,224937600000.0
South Carolina,2018,236561700000.0
South Carolina,2019,249575700000.0
South Carolina,2020,248952700000.0
South Carolina,2021,272464900000.00003
South Carolina,2022,305070000000.0
South Carolina,2023,332946800000.0
South Carolina,2024,357074400000.0
South Dakota,1997,19062300000.0
South Dakota,1998,20257800000.0
South Dakota,1999,21181800000.0
South Dakota,2000,22866700000.0
South Dakota,2001,23626900000.0
South Dakota,2002,26343500000.0
South Dakota,2003,27305000000.0
South Dakota,2004,29380900000.0
South Dakota,2005,31104300000.0
South Dakota,2006,32559300000.0
South Dakota,2007,35282600000.0
South Dakota,2008,36939300000.0
South Dakota,2009,36732100000.0
South Dakota,2010,38208200000.0
South Dakota,2011,42082700000.0
South Dakota,2012,44127300000.0
South Dakota,2013,45498600000.0
South Dakota,2014,47159900000.0
South Dakota,2015,48678900000.0
South Dakota,2016,49842600000.0
South Dakota,2017,51615100000.0
South Dakota,2018,53349500000.0
South Dakota,2019,55175800000.0
South Dakota,2020,56847300000.0
South Dakota,2021,63337700000.0
South Dakota,2022,69425600000.0
South Dakota,2023,74458800000.0
South Dakota,2024,76795800000.0
Tennessee,1997,154861900000.0
Tennessee,1998,167783000000.0
Tennessee,1999,176467200000.0
Tennessee,2000,182209700000.0
Tennessee,2001,185917200000.0
Tennessee,2002,195386100000.0
Tennessee,2003,204665900000.0
Tennessee,2004,219862400000.0
Tennessee,2005,231339000000.0
Tennessee,2006,243104400000.0
Tennessee,2007,248261600000.0
Tennessee,2008,255546700000.0
Tennessee,2009,252940700000.0
Tennessee,2010,258657600000.0
Tennessee,2011,270055000000.0
Tennessee,2012,285897500000.0
Tennessee,2013,296756300000.0
Tennessee,2014,307448500000.0
Tennessee,2015,326382500000.0
Tennessee,2016,339350200000.0
Tennessee,2017,355417500000.0
Tennessee,2018,369713200000.0
Tennessee,2019,385833000000.0
Tennessee,2020,391588600000.0
Tennessee,2021,443419700000.0
Tennessee,2022,490587000000.0
Tennessee,2023,531246800000.00006
Tennessee,2024,561201200000.0
Texas,1997,610659800000.0
Texas,1998,648243100000.0
Texas,1999,683347400000.0
Texas,2000,742161500000.0
Texas,2001,780206200000.0
Texas,2002,796357300000.0
Texas,2003,840860800000.0
Texas,2004,921230700000.0
Texas,2005,1003745900000.0
Texas,2006,1108236500000.0
Texas,2007,1198565000000.0
Texas,2008,1253142000000.0
Texas,2009,1179168100000.0
Texas,2010,1255660800000.0
Texas,2011,1351776900000.0
Texas,2012,1429588000000.0
Texas,2013,1526781900000.0
Texas,2014,1592177600000.0
Texas,2015,1585985900000.0
Texas,2016,1582981500000.0
Texas,2017,1667313000000.0
Texas,2018,1808026900000.0
Texas,2019,1864872300000.0
Texas,2020,1810670200000.0
Texas,2021,2117013700000.0002
Texas,2022,2476903200000.0
Texas,2023,2637237600000.0
Texas,2024,2769766200000.0
Utah,1997,57812000000.0
Utah,1998,62070100000.0
Utah,1999,65773399999.99999
Utah,2000,70056300000.0
Utah,2001,73042500000.0
Utah,2002,76289400000.0
Utah,2003,79504700000.0
Utah,2004,86766700000.0
Utah,2005,95512000000.0
Utah,2006,106787100000.0
Utah,2007,115180700000.0
Utah,2008,116949200000.0
Utah,2009,113834800000.0
Utah,2010,118296300000.0
Utah,2011,125137800000.0
Utah,2012,129431400000.0
Utah,2013,135344299999.99998
Utah,2014,142627700000.0
Utah,2015,149762100000.0
Utah,2016,159330600000.0
Utah,2017,172075000000.0
Utah,2018,186805700000.0
Utah,2019,201312200000.0
Utah,2020,206240500000.0
Utah,2021,233320900000.0
Utah,2022,261548500000.0
Utah,2023,283230800000.0
Utah,2024,299471300000.0
Vermont,1997,15443400000.0
Vermont,1998,16197700000.0
Vermont,1999,17314800000.0
Vermont,2000,18492900000.0
Vermont,2001,19467100000.0
Vermont,2002,20383500000.0
Vermont,2003,21398500000.0
Vermont,2004,22986300000.0
Vermont,2005,23763000000.0
Vermont,2006,24507100000.0
Vermont,2007,25025200000.0
Vermont,2008,26140400000.0
Vermont,2009,26220000000.0
Vermont,2010,27478300000.0
Vermont,2011,28558500000.0
Vermont,2012,29325600000.0
Vermont,2013,29477600000.0
Vermont,2014,30359400000.0
Vermont,2015,31152400000.0
Vermont,2016,31840200000.0
Vermont,2017,32589200000.0
Vermont,2018,33482600000.0
Vermont,2019,34760300000.0
Vermont,2020,34572300000.0
Vermont,2021,37290800000.0
Vermont,2022,41211200000.0
Vermont,2023,43931600000.0
Vermont,2024,46276100000.0
Virginia,1997,215419200000.0
Virginia,1998,232569900000.0
Virginia,1999,250171300000.0
Virginia,2000,268608700000.0
Virginia,2001,285663400000.0
Virginia,2002,294929100000.0
Virginia,2003,311093100000.0
Virginia,2004,331815800000.0
Virginia,2005,357427000000.0
Virginia,2006,376429400000.0
Virginia,2007,391595500000.0
Virginia,2008,402157800000.0
Virginia,2009,409935300000.0
Virginia,2010,425490800000.0
Virginia,2011,433683700000.0
Virginia,2012,445008500000.0
Virginia,2013,456911600000.0
Virginia,2014,465601700000.0
Virginia,2015,485540900000.0
Virginia,2016,499032400000.0
Virginia,2017,515167200000.0
Virginia,2018,537158300000.00006
Virginia,2019,561701800000.0
Virginia,2020,566101500000.0
Virginia,2021,616187900000.0
Virginia,2022,665624700000.0
Virginia,2023,722767400000.0
Virginia,2024,761733800000.0
Washington,1997,193769500000.0
Washington,1998,209222500000.0
Washington,1999,229678900000.0
Washington,2000,237594000000.0
Washington,2001,237978200000.0
Washington,2002,245629800000.0
Washington,2003,254720200000.0
Washington,2004,267423900000.00003
Washington,2005,293402000000.0
Washington,2006,314190800000.0
Washington,2007,341712300000.0
Washington,2008,352460700000.0
Washington,2009,349945400000.0
Washington,2010,363544200000.0
Washington,2011,377518800000.0
Washington,2012,398358500000.0
Washington,2013,416924100000.0
Washington,2014,439851200000.0
Washington,2015,467590600000.0
Washington,2016,489790200000.0
Washington,2017,527169400000.0
Washington,2018,570337800000.0
Washington,2019,608643400000.0
Washington,2020,617739100000.0
Washington,2021,683367000000.0
Washington,2022,741002800000.0
Washington,2023,801455500000.0
Washington,2024,856013600000.0
West Virginia,1997,38781200000.0
West Virginia,1998,40258900000.0
West Virginia,1999,41942200000.0
West Virginia,2000,42620700000.0
West Virginia,2001,44105100000.0
West Virginia,2002,45627400000.0
West Virginia,2003,47230400000.0
West Virginia,2004,49865900000.0
West Virginia,2005,53814300000.0
West Virginia,2006,57204100000.0
West Virginia,2007,59480400000.0
West Virginia,2008,62978700000.0
West Virginia,2009,64040100000.0
West Virginia,2010,66160399999.99999
West Virginia,2011,69367600000.0
West Virginia,2012,70303100000.0
West Virginia,2013,71758600000.0
West Virginia,2014,73042600000.0
West Virginia,2015,71713400000.0
West Virginia,2016,71248900000.0
West Virginia,2017,75172400000.0
West Virginia,2018,79794300000.0
West Virginia,2019,80242400000.0
West Virginia,2020,77536500000.0
West Virginia,2021,87178800000.0
West Virginia,2022,98824100000.0
West Virginia,2023,101479900000.0
West Virginia,2024,106475100000.0
Wisconsin,1997,153536200000.0
Wisconsin,1998,163021500000.0
Wisconsin,1999,172928500000.0
Wisconsin,2000,180883100000.0
Wisconsin,2001,188662800000.0
Wisconsin,2002,195541500000.0
Wisconsin,2003,203814000000.0
Wisconsin,2004,216370400000.0
Wisconsin,2005,226937500000.0
Wisconsin,2006,237571900000.0
Wisconsin,2007,245837700000.0
Wisconsin,2008,246493000000.0
Wisconsin,2009,246323800000.0
Wisconsin,2010,256159500000.0
Wisconsin,2011,265444000000.0
Wisconsin,2012,276253400000.0
Wisconsin,2013,283791400000.0
Wisconsin,2014,296169900000.0
Wisconsin,2015,308304500000.0
Wisconsin,2016,315420000000.0
Wisconsin,2017,321886800000.0
Wisconsin,2018,335144300000.0
Wisconsin,2019,346906600000.0
Wisconsin,2020,344691000000.0
Wisconsin,2021,368997300000.0
Wisconsin,2022,403570300000.0
Wisconsin,2023,431913900000.0
Wisconsin,2024,453298600000.0
Wyoming,1997,14673000000.0
Wyoming,1998,14833200000.0
Wyoming,1999,15685700000.0
Wyoming,2000,17153700000.0
Wyoming,2001,18741700000.0
Wyoming,2002,19160800000.0
Wyoming,2003,21199000000.0
Wyoming,2004,23418100000.0
Wyoming,2005,27530200000.0
Wyoming,2006,32692200000.0
Wyoming,2007,36912800000.0
Wyoming,2008,42694600000.0
Wyoming,2009,36282200000.0
Wyoming,2010,37567500000.0
Wyoming,2011,39615100000.0
Wyoming,2012,38679300000.0
Wyoming,2013,39365600000.0
Wyoming,2014,40573900000.0
Wyoming,2015,38624800000.0
Wyoming,2016,36105900000.0
Wyoming,2017,37620300000.0
Wyoming,2018,39614500000.0
Wyoming,2019,40029500000.0
Wyoming,2020,36982700000.0
Wyoming,2021,42410600000.0
Wyoming,2022,49570400000.0
Wyoming,2023,51350100000.0
Wyoming,2024,51498100000.0
